n_nodes,minDegMAP,minFillMAP,randMAP,minDegMPE,minFillMPE,randMPE
15,None,None,None,None,None,None
15,0.07451701164245605,0.0770409107208252,0.0744941234588623,0.08616805076599121,0.08043599128723145,0.07700586318969727
15,None,None,None,None,None,None
15,None,None,None,None,None,None
15,None,None,None,None,None,None
15,0.09083104133605957,0.08976984024047852,0.12127995491027832,0.09064388275146484,0.08835411071777344,0.0898129940032959
15,None,None,None,None,None,None
15,0.11769914627075195,0.10781002044677734,0.10257411003112793,0.10865378379821777,0.13098502159118652,0.11403012275695801
15,None,None,None,None,None,None
15,0.09011697769165039,0.08881402015686035,0.0875091552734375,0.09463667869567871,0.13622808456420898,0.13744306564331055
15,0.12155795097351074,0.11689281463623047,None,None,None,None
15,None,None,None,None,None,None
15,None,None,None,None,None,None
15,None,None,None,None,None,None
15,0.1177520751953125,0.11616015434265137,0.10998225212097168,0.10437774658203125,0.08921408653259277,0.08835101127624512
15,None,None,None,None,None,None
15,None,None,None,None,None,None
15,0.09825682640075684,0.11192893981933594,0.11617684364318848,0.13013505935668945,0.1186378002166748,0.10264205932617188
15,0.10651612281799316,0.10577797889709473,0.10449385643005371,0.10661888122558594,0.1106421947479248,0.10665607452392578
15,None,None,None,None,None,None
15,None,None,None,None,None,None
15,0.10397505760192871,0.09923791885375977,0.10375809669494629,0.10176277160644531,0.10221505165100098,0.10616683959960938
15,0.10335087776184082,0.09851717948913574,0.0978078842163086,0.10372304916381836,0.1184689998626709,0.10258698463439941
15,None,None,None,None,None,None
15,0.13468408584594727,0.12798690795898438,0.11538314819335938,0.14271306991577148,0.162214994430542,0.15428686141967773
15,0.12660598754882812,0.1277780532836914,0.12532615661621094,0.11377501487731934,0.10166597366333008,0.10086512565612793
15,None,None,None,None,None,None
15,0.10043215751647949,0.11519312858581543,0.10772585868835449,0.11141395568847656,0.1234281063079834,0.14888978004455566
15,None,None,None,None,None,None
15,0.16127991676330566,0.1425762176513672,0.1452772617340088,0.14229202270507812,0.18509197235107422,0.15628695487976074
15,None,None,None,None,None,None
15,None,None,None,None,None,None
15,0.10624980926513672,0.09172606468200684,0.0918889045715332,0.08509993553161621,0.09108376502990723,0.08759307861328125
15,0.08216691017150879,0.08156514167785645,0.10779714584350586,0.11309504508972168,0.11642074584960938,0.11561322212219238
15,0.1195058822631836,0.11830902099609375,0.11672091484069824,0.10283517837524414,0.08675217628479004,0.0873417854309082
15,None,0.07173299789428711,0.07018399238586426,None,None,None
15,0.07732987403869629,0.08202481269836426,0.07633304595947266,0.08640384674072266,0.08330798149108887,0.07962894439697266
15,0.07759809494018555,0.07866692543029785,0.07916784286499023,0.10591673851013184,0.08541488647460938,0.07865428924560547
15,0.10322690010070801,0.10142087936401367,0.10489392280578613,0.10268282890319824,0.10192728042602539,0.10054516792297363
15,0.08207821846008301,0.08301687240600586,0.0856010913848877,0.08332490921020508,0.08372092247009277,0.08712077140808105
15,None,None,None,None,None,None
15,None,None,None,None,None,None
15,None,None,None,None,None,None
15,0.08849310874938965,0.09022283554077148,0.09044408798217773,0.08855295181274414,0.08966207504272461,0.09068083763122559
15,None,None,None,None,None,None
15,None,None,None,None,None,None
15,None,None,None,None,None,None
15,None,None,None,None,None,None
15,None,None,None,None,None,None
15,0.07798194885253906,0.0780329704284668,0.08000779151916504,0.07925987243652344,0.07881808280944824,0.08245396614074707
15,None,None,None,None,None,None
15,0.09393191337585449,0.09028410911560059,0.0898752212524414,0.09301090240478516,0.09380674362182617,0.09183907508850098
15,0.09571194648742676,0.09060287475585938,0.08927798271179199,0.09044003486633301,0.08883213996887207,0.08968710899353027
15,0.0869908332824707,0.08481097221374512,0.08664894104003906,0.0872201919555664,0.08455300331115723,0.08649897575378418
15,0.07599306106567383,0.07445216178894043,0.07443094253540039,0.07576298713684082,0.0766451358795166,0.09601902961730957
15,None,None,None,None,None,None
15,None,None,None,None,None,None
15,0.08899879455566406,0.08272600173950195,0.08145403861999512,0.08538126945495605,0.0888667106628418,0.08659720420837402
15,None,None,None,None,None,None
15,0.08968806266784668,0.08678078651428223,0.09178590774536133,0.09490823745727539,0.09239792823791504,0.09561896324157715
15,0.08142590522766113,0.08207225799560547,0.0814809799194336,0.08658361434936523,0.08275127410888672,0.08084607124328613
